"name","releaseDate","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId"
"Cluckmech Oasis","1715227200000","77537","9.99","649091","22.85835077991378","87","Indie","Mammorize","BlackLight","2453360"
"Beer Factory","1704862800000","40391","18.99","648123","8.18082594869134","52","Indie","CreativeForge Games,PlayWay S.A.","AKEL","1782570"
"Steps of Debauchery","1707109200000","49713","14.99","646945","6.193347100644998","0","Indie","FooxiedGames","FooxiedGames","2649970"
"Yakuza Rogue: Yokohama massage parlor chapter","1716868800000","58817","12.99","638497","7.231949832167666","83","Indie","WAKUWAKU","WAKUWAKU","2857880"
"Dale & Dawson Stationery Supplies","1724976000000","95537","7.99","634206","4.186376780152751","97","Indie","Striped Panda Studios","Striped Panda Studios","2920570"
"Lorelei and the Laser Eyes","1715832000000","28142","24.99","632941","11.174563857548948","96","AA","Annapurna Interactive","Simogo","2008920"
"Minami Lane","1709096400000","147247","4.99","632369","2.804406343676304","0","Indie","Doot,Wholesome Games Presents","Doot,Blibloop","2678990"
"Wild West Dynasty","1724284800000","32024","26.99","625495","8.080317945857818","33","Indie","Toplitz Productions","Moon Punch Studio","1329880"
"POOLS","1714104000000","75464","9.79","623473","2.8443771540274825","95","Indie","Tensori,UNIKAT Label","Tensori","2663530"
"Lil' Guardsman","1705986000000","35849","19.99","611012","6.60034270025886","95","Indie","Versus Evil,tinyBuild","Hilltop Studios","1924360"
"Kalpa of Sword","1706677200000","207970","0","606780","28.111487732646168","0","Indie","Orienjoy","孤帆工作室","2739600"
"Dawn of Defiance","1723680000000","43439","19.99","605601","12.638898749100713","80","Indie","Traega Entertainment","Traega Entertainment","2059530"
"Murky Divers","1718769600000","133629","5.99","605472","5.7234479424214015","88","Indie","Oro Interactive","Embers","2963880"
"Platform 8","1717128000000","167800","3.99","602569","0.9864579579325782","86","Indie","KOTAKE CREATE","KOTAKE CREATE","2903560"
"Laysara: Summit Kingdom","1712721600000","37722","19.99","602187","8.358782444731016","84","Indie","Future Friends Games,Quite OK Games","Quite OK Games","1823950"
"Arms Trade Tycoon: Tanks","1707195600000","22152","29.99","601167","10.179553939681757","74","Indie","MicroProse Software","FunGi","1662210"
"Turnip Boy Robs a Bank","1705554000000","49027","14.99","600836","3.8171493812781394","96","Indie","Graffiti Games","Snoozy Kazoo","2097230"
"Star Trek: Resurgence","1716436800000","30539","24.99","597802","6.086680921848769","91","Indie","Bruner House","Dramatic Labs","2653940"
"Hospital 666","1709614800000","102445","7.99","596521","2.5738297964679915","72","Indie","Lokin","Lokin","2774380"
"Dice & Fold","1719201600000","56528","12.99","582729","8.30640528155963","0","Indie","Rogue Duck Interactive,Gamersky Games","Tinymice Entertainment","2693930"
"Artisan TD","1721606400000","41175","16.99","577505","14.72206964107766","91","Indie","Unexpected","4rtisans","2224640"
"Caribbean Legend","1707973200000","26133","29.99","562753","43.28639704487596","76","Indie","BlackMark Studio,Valkyrie Initiative","BlackMark Studio","2230980"
"SKALD: Against the Black Priory","1717041600000","44588","14.99","560803","13.160084375258686","96","AA","Raw Fury","High North Studios AS","1069160"
"Supermarket Together","1723161600000","2085116","0","554295.9124042441","6.334958879516334","0","Indie","DeadDevsTellNoLies","DeadDevsTellNoLies","2709570"
"SteamWorld Heist II","1723075200000","21930","29.99","552082","15.884763355350692","96","Indie","Thunderful Publishing","Thunderful Development","2396240"
"Autopsy Simulator","1717646400000","25263","24.99","548556","3.5028611346440464","45","Indie","Team17 Digital Ltd","Woodland Games","1283230"
"Vanity Fair: The Pursuit","1708318800000","123654","6.99","543074","4.614620041573028","0","Indie","WaveGame","MuYan Studio","2758000"
"Resist the succubus—The end of the female Knight","1721952000000","54751","16.99","535736","4.66734514818441","77","Indie","OTAKU Plan","BoRoBoRoGame","1868000"
"Garden Life: A Cozy Simulator","1708578000000","25529","24.99","530576","14.706945589014909","80","AA","Nacon","stillalive studios","1915380"
"Penny’s Big Breakaway","1708491600000","23256","29.99","524794","5.13330423733239","82","AA","Private Division","Evening Star","1955230"
"Omega Crafter","1711598400000","23653","24.99","523807","14.278842039307648","0","Indie","Preferred Networks","Preferred Networks","2262080"
"Fractured Online","1721779200000","31955","14.99","521570","43.82106499089426","55","Indie","Dynamight Studios","Dynamight Studios","1426050"
"DRAGON QUEST BUILDERS","1707800400000","22804","27.99","519305","24.669839632030605","92","AA","Square Enix","Square Enix","2436570"
